ID,Text,United_States_Hate,Australia_Hate,United_Kingdom_Hate,South_Africa_Hate,Singapore_Hate
SBIC-402,I like my women like I like my cigars 7 years old and coming from cuba in a burlap sack,0.0,1.0,1.0,1.0,0.0
SBIC-403,I like my women like I like my firewood Chopped up and in my basement,1.0,1.0,1.0,1.0,1.0
SBIC-404,I like my women like I like my toasters  turned on and in the bath with me,0.0,0.0,0.0,0.0,1.0
SBIC-405,I like my women like i like my Jews... cooking.,1.0,1.0,1.0,1.0,1.0
SBIC-406,I like my women like i lile my whiskey 12 years old and brown.,1.0,1.0,1.0,1.0,0.0
SBIC-407,"I like you, you don't act gay.",1.0,1.0,1.0,1.0,0.0
SBIC-408,I liked a @USER video from @USER URL SMB3 Boss Rush Cave by Zach ~ SUPER MARIO MAKER ~ NO COMMENTARY,0.0,0.0,0.0,0.0,0.0
SBIC-409,"I lived in texas when i was younger , i know how tough some things can get . `` rasslin animals '' is half the fun",0.0,0.0,0.0,0.0,0.0
SBIC-410,I looked at the discussion and it is obvious that we are outnumbered by non-whites and race traitors and follow the other followers types .,1.0,1.0,1.0,0.0,1.0
SBIC-411,"I never look away; I want to stare into your face, The gentle look away; I let my true feelings be sitting here trying to",0.0,0.0,0.0,0.0,0.0
SBIC-412,"I read recently in cold black and white print that there was around 10,000 nigerians in Ireland ... Now you say close to 300,000 ????!",0.0,0.0,0.0,1.0,0.0
SBIC-413,I really wish feminists would stop perpetuating gender roles like the fragile and feckless girl who faints over anything crude; or the hysterical and entitled woman who relies on a man's gentlemanly virtue to get what she wants.,0.0,0.0,1.0,1.0,1.0
SBIC-414,"I sat next to a femoid on the bus
She's probably on the phone with her therapist crying about a depressive episode now.",1.0,1.0,1.0,1.0,1.0
SBIC-415,I so hate democrats they are some sore losers my gosh they are fucking annoying.,1.0,0.0,1.0,1.0,1.0
SBIC-416,I suspect that Hillary Clinton was using the Awan brothers to spy on members of Congress in order to gather blackmail material for when she became president.,0.0,0.0,0.0,0.0,0.0
SBIC-417,"I think by now, we can safely assume the shooter was NOT WHITE

If he WERE white, we'd already know his name, address, family, where he works, who he voted for (as long as it's Republican), and anything else he may or may not have done that would make him out to be a loony, right-wing, gun nut",1.0,1.0,1.0,1.0,0.0
SBIC-418,I think that it is fair to say that the National Alliance is a secular organization that has taken a specific stance against multicultural Christianity for political reasons and has also had prominent members who have promoted non-Christian religions or spiritual paths .,0.0,0.0,0.0,0.0,0.0
SBIC-419,I titty fucked this 80 year old last night and her tits just went *-POOF-*,0.0,0.0,0.0,0.0,0.0
SBIC-420,"I want to access my Internet pretty much the same way I access my broadcast TV signals or my radio stations

If I WANT to watch, listen, participate, I watch, listen, or participate

If I find something I disagree with, don't support, or feel is too far outside my values, I CHANGE CHANNELS

Simple",0.0,0.0,0.0,0.0,0.0
SBIC-421,I warned everybody awhile back that Bannon plans on running for President in 2020.,0.0,0.0,0.0,0.0,0.0
SBIC-422,I was craving chicken nuggets so fucking bad. Thank u morning star for ur veggie nuggest even tho that wheat allergy will bite me in the ass,0.0,0.0,0.0,0.0,0.0
SBIC-423,I was having sex with this GERMAN girl Then my uncle who molested me as a kid killed her out of jelousy. He molested me when I was NEIN,1.0,0.0,1.0,1.0,0.0
SBIC-424,"I was hoping for a killer deal at the Mandalay Bay but it's still $410 a night. It's not like people are dying to get in there.

also

Who do I gotta kill to get a better price on a room",0.0,0.0,0.0,0.0,0.0
SBIC-425,I was saying that to him to GTFO once realized what he meant and what trying to do. Make me feel guilty then he did instead,0.0,0.0,0.0,0.0,0.0
SBIC-426,"I was washing the car with my 2 year old daughter. When she started crying, my wife told me to put her down.",0.0,0.0,0.0,0.0,0.0
SBIC-427,"I was with a Jewish boy in DT Food today. I said to him ""One oven a day keeps the Jews away""

He hasn't talked to me since.",1.0,1.0,1.0,1.0,1.0
SBIC-428,"I wish GPS' had an avoid ghetto"" setting!""",1.0,1.0,1.0,1.0,1.0
SBIC-429,I wish my grass was emo... So it could cut itself.,0.0,1.0,1.0,0.0,0.0
SBIC-430,"I would make a transgender joke, but... ...Mom always told me not to make fun of the mentally ill.",1.0,1.0,1.0,1.0,1.0
SBIC-431,I'd say a fitting punishment is dealing with the developmentally challenged children for the rest for your life .,0.0,1.0,1.0,1.0,0.0
SBIC-432,I'll only accept a #Firefly reboot if @USER's Wash is miraculously found unharmed and he's cast in the show.,0.0,0.0,0.0,0.0,0.0
SBIC-433,"I'm at the coast and walking along the cliff edge... As the path narrows and gets closer to the very edge, I see a young girl crying. So I stop and ask her what's wrong. She says whilst sobbing heavily ""My, my mo, mo, mother has fallen off, I, I, I think she's dead.""
So I look over the edge and sure enough, her mother is at the bottom, all mangled and covered in blood, dead as dead can be.

I turn to the young girl and as I unzip my jeans and pull my cock out, I say ""It's not your lucky day, is it?""",0.0,1.0,0.0,1.0,0.0
SBIC-434,I'm fucking sick of double standards! Santa can go into a child's room and empty his sack but when i do it it's all tears and policemen.,0.0,0.0,0.0,1.0,0.0
SBIC-435,I'm glad you're not allowed to swear anymore. It scares of the kids I'm trying to sext.,0.0,0.0,0.0,0.0,0.0
SBIC-436,I'm guessing that you are not from Ireland as then you would know how well organised AFA are .,0.0,0.0,0.0,0.0,0.0
SBIC-437,"I'm like JFK and my wife is like the people beside him. She screams and tries to get out of the car as I splatter all over her, teach that fucking bitch to wash dishes next time.",1.0,1.0,1.0,0.0,1.0
SBIC-438,I'm naturally bowlegged.. I be trying to stand normal . I think i look deformed while hoes thinking that shit is cute.,0.0,0.0,0.0,0.0,0.0
SBIC-439,I'm not racist. One of my best slaves is black.,1.0,1.0,1.0,1.0,1.0
SBIC-440,I'm tired of all the Holocaust jokes that's why we gas them.,1.0,1.0,1.0,1.0,1.0
SBIC-441,I've always been comfortable and open and extremely honest and truthful about my sexuality that is I absolutely want everyone know who the real me is I'm just a loving caring respectful Bisexual Trump Supporter Atheist,0.0,0.0,0.0,0.0,0.0
SBIC-442,I've been reassuring him and the family that it's okay - losing a dog would have been devastating to that family.,0.0,0.0,0.0,0.0,0.0
SBIC-443,"If I had to choose only one tv channel, I will go for Diva. I love the series, movies even the ads and all.",0.0,0.0,0.0,0.0,0.0
SBIC-444,If I was president.... I would gather all the people with ADHD and put them in concentration camps..,1.0,1.0,1.0,1.0,1.0
SBIC-445,"If UCONN somehow manages to win this game, they'd better erect a fucking statue of Gabby Williams in Storrs.",0.0,0.0,0.0,0.0,0.0
SBIC-446,If a bitch is bad n single she single fo a reason....hoe prolly cray or a runna,1.0,1.0,1.0,0.0,1.0
SBIC-447,"If a deaf person has Parkinson's disease, do they also have Tourette's? Three disabilities in one joke. That's pretty good",1.0,1.0,0.0,1.0,1.0
SBIC-448,If all these people are actually just immigrants seeking a better life and not invaders why do they act like an invading army,1.0,1.0,1.0,0.0,1.0
SBIC-449,"If feminists are the champions of women, why do they openly mock the looks & intelligence of Sarah Sanders & Kellyanne Conway?",0.0,0.0,0.0,0.0,0.0
SBIC-450,"If one day you wake up as Chad, what would you do in order to become a successful person?",0.0,0.0,0.0,0.0,0.0
SBIC-451,If somebody brought my ugly ass horchata you would have my heart for life,0.0,0.0,0.0,0.0,0.0
SBIC-452,"If the government is shut down and I don't notice any difference, I should be able to get a full refund on the money they've taken that I'm apparently getting nothing in exchange for.",0.0,0.0,0.0,0.0,0.0
SBIC-453,If you are what you eat... Then Africans must be nothing!,1.0,1.0,1.0,1.0,1.0
SBIC-454,"If you can keep your head whilst everyone else around you is losing their's...

Than you're probably in an Arabic country fighting for Isis.",1.0,1.0,1.0,1.0,1.0
SBIC-455,"If you can stop a comma with a period point, what do you use to stop a coma? A hollow-point.",0.0,0.0,0.0,0.0,0.0
SBIC-456,If you don’t have a self story to tell about “Sexual Assault” either you are; or were not charming or you are out of fashion- #MeToo,0.0,1.0,1.0,0.0,1.0
SBIC-457,If you ever hated on me... bitch naw I don't fuck wit you,0.0,0.0,0.0,0.0,0.0
SBIC-458,If you hit a girl Is it destruction of property?,1.0,1.0,1.0,1.0,1.0
SBIC-459,"If you look like me, you should just give up and/or kill yourself
I won't show what I look like but you'll get what I mean.",0.0,0.0,0.0,1.0,0.0
SBIC-460,If you shoot up a home schooled kid at home is it considered a school shooting Serious question,0.0,0.0,0.0,1.0,0.0
SBIC-461,"If you're a 7-8/10 minority, you can't even compete with 5-6/10 white guys
Honestly, if you're a minority incel, suicide is the better option.",1.0,1.0,1.0,1.0,1.0
SBIC-462,Im not sure of a site but those stats are from `` The Color Of Crime '' book .,0.0,0.0,0.0,0.0,0.0
SBIC-463,"Im not ugly cause im fat, im fat because im ugly",0.0,0.0,0.0,0.0,0.0
SBIC-464,Imagine doing music GCSE/A level and having to lug around a fucking harp,0.0,0.0,0.0,0.0,0.0
SBIC-465,"In 1977, a prominent feminist lawyer Ruth Bader Ginsburg wrote  the “age of consent” for sexual acts should be lowered to the age of 12.",0.0,0.0,0.0,0.0,0.0
SBIC-466,In hood posted like light pole dey use to call us track &#127939;&#127997;stars&#128171; b4 da cars stopped we rann to dem cars&#127941;&#128176;&#128175;&#129297;&#128170;&#127998;,0.0,0.0,0.0,0.0,0.0
SBIC-467,In the UK we go to New year countdowns for shots and fireworks In America we go to school,0.0,1.0,1.0,1.0,0.0
SBIC-468,"Irony:

Being put on trial for killing a homosexual but then swearing on a bible which tells you to kill gays (Leviticus 20:13)",1.0,0.0,1.0,1.0,1.0
SBIC-469,It is also what i and almost everyone on this thread dream about and work for after all it is the only asurance the Aryan people have for survival,0.0,0.0,0.0,0.0,1.0
SBIC-470,"It's not my responsibility to locate , isolate or else eliminate trolls at this site , nor do I wish to defend this person in any way .",0.0,0.0,0.0,0.0,0.0
SBIC-471,"It's not rape If you yell ""Surprise!""",0.0,0.0,1.0,1.0,1.0
SBIC-472,It's the Marine Corps Birthday Tomorrow One former marine started celebrating early by buying a bar free shots.,0.0,0.0,0.0,0.0,0.0
SBIC-473,Its so sad how fucked up we've been treated in this country that we dont even believe what the government says anymore,0.0,0.0,0.0,0.0,0.0
SBIC-474,Jesus gave 6 million people bread and wine But Hitler made 6 million Jews toast,1.0,1.0,1.0,0.0,1.0
SBIC-475,"Just bout gave up on this season of Big Brother 19 because of Paul, Raven, Elena, and Mark just can't deal with them anymore so I'm focusing more on SURVIVOR and also easing my way catching up on Wrestling also other Pop Culture shows and stuff",0.0,0.0,0.0,0.0,0.0
SBIC-476,"Just for study, let's go see what happened there Sure there's a timeline, (just a beginner here) will likely mess that up",0.0,0.0,0.0,0.0,0.0
SBIC-477,Just played: Broken Into Better Shape.wav - GOOD OLD WAR -Tell Me What You Want From Me (Radio Edit) - unknown(unknown),0.0,0.0,0.0,0.0,0.0
SBIC-478,Just read about the Heroes 2.0 Mastery Taunts. How often do you ever have time to taunt in Heroes of the Storm?? What a stupid edition,0.0,0.0,0.0,0.0,0.0
SBIC-479,"Just smile for me baby, let me see that pretty smile.",0.0,0.0,0.0,0.0,0.0
SBIC-480,"Just the content of the tweet, not the name of the person that sent it. Pref with a screenshot.",0.0,0.0,0.0,0.0,0.0
SBIC-481,Just went to my first Chanukah party Had now idea that Jews were so adept at frying,1.0,1.0,0.0,0.0,1.0
SBIC-482,Kenny done fucked around and got crazy with the visuals... well I'll be,0.0,0.0,0.0,0.0,0.0
SBIC-483,Know the best part about raping a midget? When they scream like a fucking child.,1.0,1.0,1.0,1.0,1.0
SBIC-484,Koreans do anything to achieve their purpose. URL #Pakistan #UAE #Israel #Palestrina,0.0,1.0,1.0,0.0,1.0
SBIC-485,LYDIA KISSED STILES CUZ HE WAS HAVING A PANIC ATTACK! CAN MY CRUSH STOP MY PANIC ATTACKS WITH A KISS PLEASE !!,0.0,0.0,0.0,0.0,0.0
SBIC-486,Labour started as a party for 'the people' and under @USER it seems to represent an ideology that would see said people destroyed,0.0,0.0,0.0,0.0,0.0
SBIC-487,"Laptops are like paralyzed children. They are very mobile, and they cannot run that well.",1.0,1.0,1.0,0.0,1.0
SBIC-488,Left wanted to push normalization of Nazism as they target the right as all Soclist Nazi nationalist and they have achieved there goal but how do we handle this issue we all know the power of voting with silence will be ours but that just leaves violence as a choice for the Left not winning.,0.0,1.0,1.0,0.0,0.0
SBIC-489,"Leicester FC rising up the league, almost from the dead. Resurrection, U might say. Shakespeare's got it right. Richard 3 found in carpark.",0.0,0.0,0.0,0.0,0.0
SBIC-490,"Let's hope they rot in hell. Yeah, that's how the Trumpocalypse makes me feel &#128544; URL",1.0,1.0,1.0,1.0,1.0
SBIC-491,Life RT @USER: I'm not giving these hoes free meals so they can go lay up with the dude they can't get over. Nope.,0.0,1.0,1.0,0.0,0.0
SBIC-492,Life is like a box of choclate It dosent last as long for fat people,1.0,1.0,1.0,1.0,0.0
SBIC-493,"Look, the only live action Disney remake I want is the Emperor’s New Groove and I want there to be no CGI",0.0,0.0,0.0,0.0,0.0
SBIC-494,Maichard and DTBY give us a roller coaster ride of emotions. That is why we love them. #ALDUBKSGoesToUS,0.0,0.0,0.0,0.0,0.0
SBIC-495,Male vs female as victims of abuse (x-post from r/divorce with permission),0.0,0.0,0.0,0.0,0.0
SBIC-496,Man that run game ain't no hoe. Fuck Alex. don't even need his bitch ass,0.0,0.0,0.0,0.0,1.0
SBIC-497,Mana would legit be a retard driving an F1 car and telling the people that are made up of 3 vienna sausages.,1.0,0.0,1.0,1.0,0.0
SBIC-498,Mark Richardson was on the 92nd floor of the world trade center on September 11th. What was the first thing that went through his mind when the planes struck the towers? The 93rd floor.,0.0,0.0,0.0,0.0,1.0
SBIC-499,Me suki suki you long time!,0.0,0.0,1.0,0.0,0.0
SBIC-500,"Me:: Hi, I'm _________. Non-Korean person:: Are you Korean?? Me:: ....... Yeah."""" Person:: I LOVE Korean dramas and k-pop! Then, I am excitedly told a list of all the favorite Korean actors, dramas, and singers. I'm not into the Korean dramas nor the k-pop... still don't know what she was raving about.",0.0,0.0,0.0,0.0,0.0
SBIC-501,MeToo Movement Femoid Likens Being Hit on in Public to Being Mugged.,1.0,0.0,1.0,1.0,1.0
SBIC-502,"Mladic jailed, the good news just keeps on coming.",0.0,0.0,0.0,0.0,0.0
SBIC-503,"Mob boss: So, are you willing to kill women and children if necessary? “I’m a film major, I shoot disappointments for a living“",0.0,1.0,0.0,0.0,1.0
SBIC-504,Mohammad Salah: second best Muslim attacker… …after Bin Laden,0.0,1.0,1.0,1.0,1.0
SBIC-505,Much love + respect to @USER for tying the Big O in trip-dubs tonight. Dude is a force and the clear #MVP. Not to mention @USER alum!,0.0,0.0,0.0,0.0,0.0
SBIC-506,Murder is one sure way to live longer than other people.,0.0,0.0,0.0,1.0,0.0
SBIC-507,"My German girlfriend likes to rate our sex between 1-10. Last night we tried anal, she kept shouting 9!

That's the best I've done so far.",0.0,0.0,0.0,0.0,0.0
SBIC-508,"My bible says what applies to men applies to women so don't tell me it's a man's nature to cheat & they are weak,don't tell me that rubbish",0.0,0.0,0.0,0.0,1.0
SBIC-509,My brother was my favorite vegetable After the car accident,0.0,1.0,0.0,0.0,1.0
SBIC-510,My dad has always told me back in his day you had to walk uphill both ways through a foot of snow to get to school That ain’t nothing. My generation has to walk through open fire.,0.0,0.0,0.0,0.0,0.0
SBIC-511,"My daughter has gotten to the age where she asks me embarrassing questions about sex. Just this morning she asked me ""is that the best you can do?""",0.0,0.0,0.0,0.0,0.0
SBIC-512,"My daughter killed a butterfly so I said, “no butter for a month,” The next day she killed a cockroach. Nice try.",0.0,0.0,0.0,0.0,0.0
SBIC-513,My daughter said she wanted to see her siblings. So I cum on her eye.,1.0,0.0,0.0,0.0,0.0
SBIC-514,My favourite sex position is the JFK I splatter all over her while she screams and tries to get out of the car.,0.0,0.0,0.0,0.0,1.0
SBIC-515,"My friend asked me how many students are in my class and I said 27 and a half... He asked how can you have a half? 
And I replied ""one can't walk""",1.0,1.0,0.0,0.0,1.0
SBIC-516,My friend married a cancer patient. Looks like he got himself a honeymoon.,0.0,0.0,0.0,0.0,1.0
SBIC-517,"My girlfriend broke up with me for stealing her wheelchair 
I know she'll come crawling back eventually",0.0,1.0,1.0,0.0,1.0
SBIC-518,"My girlfriend called me a pedophile. I never knew 1 years old could talk.

Especially with a dick in the mouth.",1.0,1.0,0.0,0.0,1.0
SBIC-519,"My grandfather once told me, ""Your generation is too reliant on technology."" So I replied, ""No, your generation is too reliant on technology!""
Then I disconnected his life support.",0.0,0.0,0.0,0.0,1.0
SBIC-520,My humour is so dark that cops are beating it,1.0,0.0,0.0,0.0,0.0
SBIC-521,"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol",0.0,0.0,1.0,0.0,1.0
SBIC-522,"My name is Jafar
I come from afar
I have a bomb in my car
Allahu Akbar",1.0,1.0,1.0,1.0,1.0
SBIC-523,My sense of humor is a lot like food Not everybody gets it.,0.0,0.0,0.0,0.0,0.0
SBIC-524,My slaves are like Minecraft trees They give me wood when I beat them,1.0,1.0,1.0,1.0,1.0
SBIC-525,"My son pointed at a homeless man and said ""Human waste!!"" I was so ashamed and embarrassed I told him its ""waste of a human"". Kids are so dumb.",1.0,1.0,1.0,1.0,0.0
SBIC-526,My wife gets so fed up of our baby's incessant crying that... She gets tries to push our baby back into the hole it came out of.,0.0,0.0,0.0,0.0,0.0
SBIC-527,My wife says I should break the rules once in a while. Obviously rape is not what she meant.,0.0,0.0,0.0,0.0,0.0
SBIC-528,Name one positive about Africa. The HIV Tests.,1.0,1.0,1.0,1.0,1.0
SBIC-529,Netflix censored Bill Nye episode to remove segment about biological basis for gender • r/videos,0.0,0.0,0.0,0.0,0.0
SBIC-530,"Niggas don't hate yall man, they just don't like you as a person. &#128514;&#128514;&#128514;",1.0,1.0,1.0,1.0,1.0
SBIC-531,"No, I'm not telling anyone what their score is. Then it'll just turn into a contest for GamerGate to try to 'win'.",0.0,0.0,0.0,0.0,0.0
SBIC-532,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... URL",0.0,0.0,1.0,0.0,0.0
SBIC-533,Now I feel sick now Maddie gotta get her ass beat &#129314;,0.0,0.0,0.0,0.0,0.0
SBIC-534,Now on Britains pressing issues: can occasion cards be too offensive? Find out after we bubble wrap this child.,0.0,0.0,0.0,1.0,0.0
SBIC-535,OH GOD IT LOOKS BAD THIS IS WHY I DONT FUCK WITH HIGHWAYS AND INTERSECTIONS,0.0,0.0,0.0,0.0,0.0
SBIC-536,"Offensive Joke #2 What is the difference between a Jew and a pizza?

The pizza doesn't scream when you put it in the oven",1.0,1.0,1.0,1.0,1.0
SBIC-537,"Oh god. I am so stubborn.

Just realized the only thing it took to push me off the fence in the real name/pseudonym debate was jason/wadhwa.",0.0,0.0,0.0,0.0,0.0
SBIC-538,"Oh my God! Yea, that shooting at Haas last week was so crazy! I feel like I go to a ghetto school now!",0.0,0.0,1.0,0.0,1.0
SBIC-539,Ok so all in all I loved Rogue One. They did some fanservicey shit i didn't care for but overall it was fantastic,0.0,0.0,0.0,0.0,0.0
SBIC-540,"Old woman:: ""Schools shouldn't offer free lunches to kids, since that means their parents just take advantage, and don't bother trying to find jobs to support their kids."" Me:: ""So you think we should allow kids to starve?!"" Woman's husband:: ""You see [myname], if you give them handouts, these people don't work. When I got out of high school, if you wanted to eat, you had to find a job. Nobody has any work ethic anymore."" At a party. Made me feel like I was talking to a compassion-less brick wall.",0.0,0.0,0.0,0.0,0.0
SBIC-541,Only 1 in 700 people will get this... An extra 21st chromosome.,0.0,1.0,0.0,0.0,0.0
SBIC-542,Only snowflake libtards believe anything that scumbag wrote in his crappy book!,1.0,1.0,1.0,0.0,1.0
SBIC-543,Over 2000 people went to Vegas to meet Jason Aldeen 58 also got to meet Tom Petty.,0.0,0.0,0.0,0.0,0.0
SBIC-544,"Owens vs. Jericho is one of the most intense, one of the most longest built matches on this #Wrestlemania card. It shouldn't be on 2nd.",0.0,0.0,0.0,0.0,0.0
SBIC-545,"Parents:

If YOU do not teach your children the rich, vibrant, and yes, sometimes controversial, history of your own locale, your region, your State, and your Country, they will be taught the Leftist version...sterilized, false, misleading, twisted, and full of intentional Social Justice overtones",0.0,1.0,0.0,0.0,0.0
SBIC-546,People are like chicken... They taste better deep fried.,0.0,0.0,0.0,0.0,1.0
SBIC-547,People blaming ref &#128584;&#128584; haha Think he's been ok. No arguments. We're stupid. So dumb at times its untrue,0.0,0.0,0.0,0.0,0.0
SBIC-548,People grandmothers want to get fucked up today cause I don't have time for their nasty ass attitude and rudeness &#128127;&#128548;&#128548;,0.0,0.0,0.0,0.0,1.0
SBIC-549,"People told me to stop inviting disabled people to my farm. Well, they're right. When I buried them, the vegetables didn't grow!",1.0,1.0,1.0,1.0,1.0
SBIC-550,Please do not talk to me about OJ and parole as long as Casey Anthony walks this earth.,0.0,0.0,0.0,0.0,0.0
SBIC-551,Please go to GoFundMe and put in dachshund needs help. My cream girl who is three yrs old has lost her feeling in the back.,0.0,0.0,0.0,0.0,1.0
SBIC-552,Please stop with all of the karma/negative comments. There's a bigger issue here than the person that was targeted.,0.0,0.0,0.0,0.0,0.0
SBIC-553,Pretty sure Richard Gilmore is Cracker von Patriarch.,1.0,0.0,0.0,0.0,1.0
SBIC-554,"REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel
But don't forget that your personality is the problem.",1.0,1.0,1.0,1.0,1.0
SBIC-555,RT @USER: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,1.0,0.0,1.0,1.0,0.0
SBIC-556,RT @USER: Ungrateful bitches ... URL,0.0,0.0,0.0,0.0,1.0
SBIC-557,"RT @USER: I'm tired of fat hoes calling themselves ""thick"". Bitch, yo fat ass can't even bend over and touch your toes withou ...",1.0,0.0,0.0,1.0,1.0
SBIC-558,RT @USER: @USER them klutzy bitches,0.0,0.0,0.0,1.0,1.0
SBIC-559,RT @USER: Any Nigga Or Dike Play Pussy Goin Get Fucked & That's On Luv,1.0,1.0,1.0,0.0,1.0
SBIC-560,"RT @USER: im sick of bitches , bitching about other bitches &#128530;",0.0,1.0,0.0,0.0,0.0
SBIC-561,RT @USER: hos will literally do ANYTHING to say they got a nigga dawg &#128514;&#128514;,0.0,1.0,1.0,0.0,1.0
SBIC-562,RT @USER: In the car with my frands going FUCKING HYPERSPEED URL,0.0,0.0,0.0,0.0,0.0
SBIC-563,RT @USER: I'm really fucking sick of watching the Republican Party be rewarded for flagrantly degrading our democracy.,1.0,1.0,0.0,0.0,1.0
SBIC-564,RT @USER: You should want a bad bitch like this URL,0.0,0.0,0.0,0.0,1.0
SBIC-565,"Raping a stewardess at 30,000’... ... is just plane fucked.",0.0,0.0,1.0,0.0,0.0
SBIC-566,Rate Me In Happier Times at 18 (Pic),0.0,0.0,0.0,0.0,0.0
SBIC-567,"Recent medical studies shows that obesity can cause lots of problems in pregnant women.  I think there’s nothing to worry about it. If a woman is obese, she won’t be pregnant in the first place.",1.0,0.0,1.0,1.0,1.0
SBIC-568,Reminder: it is at the very least Not any more difficult for an actual deformed person to find a partner than a conventional but non-attractive one,0.0,1.0,1.0,0.0,1.0
SBIC-569,Researchers found out the most important difference between humans and apes Apes lives in Africa,1.0,1.0,1.0,1.0,1.0
SBIC-570,Richmond police just made a Kissyface it Leo.,0.0,0.0,0.0,0.0,0.0
SBIC-571,"Roy Moore: ""Trannies are an abomination, repeal gay marriage, put God back into the government""

Populist Working-Class Voter: ""Okay, whatever nigga I just want a job""",1.0,1.0,1.0,1.0,1.0
SBIC-572,Safe havens for ILLEGAL immigrants is absolute nonsense. The left are protecting their voting base by harboring criminals. Citizens b damned,0.0,1.0,0.0,1.0,1.0
SBIC-573,"Secret Language During the holocaust the Jews had a secret language they used to speak... it went something like this, ""OH MY GOD! I'M BURNING ALIVE""",1.0,1.0,1.0,1.0,1.0
SBIC-574,See bitches ruin sports kobe don't play no damn football. Either you was looking to be mentioned for stupidity or ya momma a hoe. Or both.,1.0,0.0,0.0,1.0,1.0
SBIC-575,Sept 11th 2001 The day al qaeda won the worst game of jenga ever...,0.0,1.0,0.0,0.0,0.0
SBIC-576,"Seriously, you're not going to pay for her?",0.0,0.0,0.0,0.0,0.0
SBIC-577,"She always wears such revealing clothing and flirts with all of these guys when we're out.  It's just gross and dangerous.  I'm not saying that a person deserves to be raped, but...",0.0,1.0,0.0,1.0,1.0
SBIC-578,Shocking This is a similiar incident to that of a Boy in England recently who was killed by Muslims for wearing an England Shirt .,1.0,0.0,1.0,0.0,0.0
SBIC-579,"Shoutout to Subway Australia
For fundraising for prostate cancer research in a country dominated by feminists.",0.0,1.0,1.0,0.0,1.0
SBIC-580,"Shower Thought: If feminism is cancer, is that why ladies afflicted with it often lose their hair?",1.0,1.0,1.0,1.0,1.0
SBIC-581,"Sitting in the car is a date, watching movies is a date, laying in bed is a date. A date doesn't require your wallet only you're time&#128149;",0.0,0.0,0.0,0.0,0.0
SBIC-582,Smack these hoes on they ass like we birthed these bitches,1.0,0.0,1.0,0.0,1.0
SBIC-583,So I guess women are now being promoted to the level of the Jews:as long as one says something happened we have to believe it because not possible they would lie,1.0,1.0,1.0,1.0,1.0
SBIC-584,So Toronto Police are investigating a `` racist '' `` alt-right '' poster found on a telephone poll near a school .,0.0,0.0,0.0,0.0,0.0
SBIC-585,"So a girl recently got braces and sees her dad's wheelchair outside which is odd. She then asks her mom what's for dinner. Then mom says, ""Wanna try mashed vegies?""",0.0,0.0,1.0,0.0,1.0
SBIC-586,So my girlfriend refused to let me have sex with her but she didn't say anything when I put my dick inside her. Maybe because her mouth was taped.,1.0,0.0,0.0,0.0,1.0
SBIC-587,"So, the Holocaust confuses me... So, the Holocaust confuses me... Like, I don't understand why anyone would want to survive it, because they would still be a jew afterwards...",1.0,1.0,1.0,1.0,0.0
SBIC-588,"So, water is actually heavier than liquefied dino-dong .",0.0,0.0,0.0,0.0,0.0
SBIC-589,Some guy on ig that doesn't even know me; asked me if I had a boyfriend because he liked me. lmao gtfoh boyyy,0.0,0.0,0.0,0.0,0.0
SBIC-590,"Some twoliners about Ethiopia Why did the Ethiopian mother span dental floss across the desert?  
So her children could play in the shade for once.

How are barcodes actually made?  
By photographing Ethiopian families.

And What do the numbers at the bottom of a barcode mean?  
How many Ethiopians are standing there.

What's considered to be the most dangerous ralley on earth?  
Through the Ethiopian desert in a food cart.

How do you recognize a rich Ethiopian?  
His belt is a Rolex.

How do you get 100 Ethiopians into a schoolbus?  
Throw a grain of rice inside.

How do you get them out again?  
You can't, they are overfed.

Which place in Ethiopia has the highest population density?  
Wherever the wind blows.

What do you call a vomiting Ethiopian?  
Show-off

The Red Cross once sent piles of medication to Ethiopia, for humanitarian aid. Why were they never touched?  
They said: ""Take them after each meal.""

How do you make Ethiopians rave?  
Nail a piece of toast to the ceiling.",1.0,1.0,1.0,1.0,1.0
SBIC-591,Sometimes I think I enjoy gay sex... But that's just the French in me,1.0,1.0,1.0,1.0,0.0
SBIC-592,Sometimes I think of what I would do in a mass shooting event if I ran out of ammo.,0.0,0.0,0.0,1.0,0.0
SBIC-593,Sometimes you have to forgive & forget. Forgive them for hurting and forget they even exist. #ALDUBKSGoesToUS,0.0,0.0,0.0,0.0,0.0
SBIC-594,"Special ed classes are superior to the rest in, at least, one thing Chromosome average",1.0,1.0,1.0,0.0,0.0
SBIC-595,Spreading a woman's legs is like spreading butter It can be done with a credit card but I prefer to use a knife,1.0,1.0,1.0,1.0,1.0
SBIC-596,"Still out here smilin as much as I can wishin people good days and actually meaning it , little shit but it can make a difference.",0.0,0.0,0.0,0.0,0.0
SBIC-597,Stop thinking they have to prove they self when they fucking with a community ass nigga Issa shooter,1.0,1.0,1.0,1.0,1.0
